,Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Visibility,Item_Weight,source,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Identifier_0,Outlet_Identifier_1,Outlet_Identifier_2,Outlet_Identifier_3,Outlet_Identifier_4,Outlet_Identifier_5,Outlet_Identifier_6,Outlet_Identifier_7,Outlet_Identifier_8,Outlet_Identifier_9
157,FDN13,99.8358,1910.1802,0.152918384,18.6,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
158,DRD24,140.9154,1701.7848,0.030969273999999998,13.85,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
159,FDQ28,154.5656,2471.4496,0.060376775999999986,14.0,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
160,FDM22,54.763999999999996,1331.6,0.04192285,14.0,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
161,FDR07,97.0094,1808.9786,0.077367431,21.35,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
162,FDV25,222.5456,3315.684,0.045838211,5.905,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
163,DRF49,114.2518,2618.5914,0.071077939,7.27,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
164,FDW51,214.55599999999998,2769.728,0.09465987099999999,6.155,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
165,DRL01,233.4958,5375.0034,0.077608838,19.5,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
166,FDP25,216.8824,2838.9712,0.021327477,15.2,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
167,FDL50,125.0046,1743.0644,0.042485444000000004,12.15,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
168,NCB30,198.8084,5555.4352,0.025578526,14.599999999999998,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
169,FDW11,61.9194,619.194,0.048980800000000005,12.6,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
170,NCM43,164.821,2120.573,0.019471688,14.5,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
171,FDK44,173.0738,3823.0236,0.122918852,16.6,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
172,FDM15,151.4366,1360.2294,0.057373797000000004,11.8,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
173,FDS31,178.8318,3969.4996,0.044155597000000005,13.1,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
174,FDI32,115.1834,345.5502,0.291865402,17.7,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
175,FDR47,196.5794,585.2382,0.0,17.85,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
176,FDB35,92.6804,1010.6844,0.064750025,12.3,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
177,NCU05,81.4618,161.1236,0.098312421,11.8,train,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
178,DRY23,42.1112,42.6112,0.191013663,9.394999999999998,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
179,FDO24,157.4604,3010.7476,0.176573035,11.1,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
180,FDQ28,153.0656,6024.1584,0.060134441,14.0,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
181,FDV39,198.1426,988.7130000000001,0.007294651999999999,11.3,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
182,NCO17,117.944,239.688,0.128478462,10.0,train,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
183,FDU50,112.8176,1374.2112,0.075107656,5.75,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
184,FDT12,226.8062,4739.8302,0.049381405999999996,6.215,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
185,FDK58,100.0016,1012.0160000000001,0.045165795999999994,11.35,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
186,FDO08,165.7526,657.8104,0.09415375,11.099999999999998,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
187,NCW29,130.431,778.9860000000001,0.028907832,14.0,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
188,FDE04,179.766,2336.958,0.018059621,19.75,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
189,NCB19,85.0882,2233.0932,0.09043609400000001,6.525,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
190,FDV15,103.9648,1661.8368,0.146399712,10.3,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
191,FDL58,264.7568,4745.8224,0.07426435599999999,5.78,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192,FDA08,164.1526,3124.5994,0.050186725999999994,11.85,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
193,FDT43,50.1324,467.3916,0.020631654,16.35,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
194,NCX06,182.5976,5070.7328,0.01561108,17.599999999999994,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
195,FDT20,37.6164,540.6296,0.041395445,10.5,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
196,FDB41,48.0718,992.7078,0.097313129,19.0,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
197,NCN55,238.8538,6008.845,0.059582996,14.6,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
198,FDE40,62.9194,2105.2596,0.09866365199999999,15.599999999999998,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
199,FDX49,232.63,5359.69,0.101338651,4.615000000000001,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
200,NCM53,104.62799999999999,745.696,0.052146455999999994,18.75,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
201,FDE36,161.8868,3275.736,0.041764487,5.26,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
202,FDN57,140.2154,1701.7848,0.054344185999999996,18.25,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
203,FDI24,177.937,6704.606,0.07836248400000001,10.3,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
204,FDI19,242.7512,4119.9704,0.052339069,15.1,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
205,FDF24,81.5934,327.5736,0.042464962,15.5,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
206,FDG52,45.7402,780.9834,0.06573288299999999,13.65,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
207,DRF36,189.3846,3630.6074,0.023625114,16.1,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
208,FDS45,107.3622,317.5866,0.051643608,5.175,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
209,FDX40,39.7164,231.6984,0.165694219,12.85,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
210,DRK12,32.99,133.16,0.041878397000000005,9.5,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
211,DRC27,245.1802,5650.6446,0.058091482,13.8,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
212,FDL58,263.7568,2636.5679999999998,0.0,5.78,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
213,NCD30,96.0726,1272.3438,0.026903714,19.7,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
214,NCZ54,161.5552,324.9104,0.0,14.65,train,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
215,FDE10,130.0626,131.1626,0.150554711,6.67,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
216,FDR44,131.2968,260.9936,0.0,6.11,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
217,FDP28,260.0936,260.9936,0.13497562800000001,13.65,train,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
218,FDX15,160.6578,3690.5294,0.15616879,17.2,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
219,FDA39,40.2822,1139.1838,0.0,6.32,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
220,FDY24,52.9298,1995.4026,0.133700752,4.88,train,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
221,FDC60,88.3514,1416.8224,0.115119905,5.425,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
222,FDH28,37.2506,265.6542,0.11003099699999999,15.85,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
223,FDT25,121.7072,3552.7088,0.051038045,7.5,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
224,DRJ13,161.5578,2406.867,0.062837968,12.65,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
225,NCO07,211.956,213.05599999999998,0.017116983,9.06,train,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
226,FDW20,124.17299999999999,2956.152,0.024129332000000003,20.75,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
227,DRF27,152.134,153.134,0.049754975,8.93,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
228,FDS49,79.7644,1649.8524,0.0,9.0,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
229,FDX25,181.9292,3101.2964,0.101561568,16.7,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
230,NCX42,165.6526,4769.1254,0.0059496440000000005,6.36,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
231,FDG33,170.4764,3435.528,0.13956116,5.365000000000001,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
232,FDL56,86.4198,1133.8574,0.126035694,14.1,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
233,FDF14,152.334,2603.278,0.027164679,7.55,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
234,NCD06,45.40600000000001,605.878,0.099325278,13.0,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
235,DRM47,192.8846,2293.0152,0.04357366,9.3,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
236,FDS46,118.7782,119.1782,0.082741482,17.599999999999994,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
237,FDB35,92.9804,1929.4884,0.064565202,12.3,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
238,FDX21,109.8912,2074.6328,0.08455456900000001,7.049999999999999,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
239,NCU05,79.9618,241.6854,0.058451805,11.8,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
240,NCR38,251.3724,6795.1548,0.113748685,17.25,train,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
241,NCR18,42.7112,639.168,0.020603511,15.85,train,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
242,NCU41,192.1846,3248.4382,0.052044976,18.85,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
243,FDY56,227.6062,7222.5984,0.06276442900000001,16.35,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
244,DRJ51,229.0668,3225.1352,0.08797726199999999,14.1,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
245,FDK21,249.0408,3755.112,0.010010425,7.905,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
246,FDY25,179.3976,3440.8544,0.033946163,12.0,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
247,FDU44,163.4552,974.7312,0.058414678,12.15,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
248,FDL43,75.367,535.969,0.027106459,10.1,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
249,FDF05,262.491,5259.82,0.027022882999999998,17.5,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
250,DRF15,152.034,306.268,0.058153409,18.35,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
251,FDL20,112.3886,1779.0176,0.128937661,17.1,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
252,FDV32,61.451,759.012,0.088846306,7.785,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
253,FDJ34,125.9704,1877.556,0.09357779,11.8,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
254,FDG08,171.8764,3779.0808,0.165694678,13.15,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
255,FDQ04,41.5796,41.2796,0.148392623,6.4,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
256,FDW13,51.1324,259.66200000000003,0.098438394,8.5,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
257,NCI17,96.34100000000001,193.082,0.143303291,8.645,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
258,FDY03,110.9202,1687.8029999999999,0.076276208,17.6,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
259,FDS12,127.5362,4655.9394,0.175103435,9.1,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
260,FDJ55,225.9404,4950.8888,0.023511371,12.8,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
261,DRK01,95.4436,1418.154,0.06105276,7.63,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
262,FDG28,246.4144,1225.072,0.049559042000000005,9.285,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
263,FDY38,231.03,5359.69,0.119418124,13.6,train,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
264,FDN01,176.237,1764.37,0.072545601,8.895,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
265,NCR54,195.21099999999998,2553.343,0.090486828,16.35,train,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
266,FDG29,43.3454,1006.6896,0.056245075,17.6,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
267,FDG24,85.225,1081.925,0.014618973,7.975,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
268,FDG59,36.7164,308.9312,0.04347912599999999,15.85,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
269,FDM28,178.666,2516.724,0.045166237000000005,15.7,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
270,FDW04,128.83100000000002,1428.141,0.057827101,8.985,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
271,FDS26,260.1594,2093.2752,0.089394766,20.35,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
272,FDQ56,85.6908,1929.4884,0.10550944,6.59,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
273,FDK51,264.0884,5829.7448,0.005234153,19.85,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
274,FDL22,91.4488,2082.6224,0.036390174,16.85,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
275,FDH19,173.1738,7298.4996,0.03292824,19.35,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
276,FDY55,256.4988,7452.9652,0.081252534,16.75,train,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
277,FDY03,110.5202,450.0808,0.076552407,17.6,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
278,FDK21,250.4408,500.6816,0.016758568999999997,7.905,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
279,FDZ10,126.20200000000001,3668.558,0.044248175,17.849999999999994,train,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
280,FDZ32,103.1964,736.3748,0.038288087,7.785,train,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
281,NCZ18,253.0698,6088.0752,0.186032678,7.825,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
282,NCF07,101.0016,2125.2336,0.031867464,9.0,train,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
283,DRE49,153.0024,2277.036,0.021370201000000002,20.75,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
284,FDJ08,190.3846,573.2538,0.193772568,11.099999999999998,train,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
285,FDT39,151.1366,2267.049,0.009866049,6.26,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
286,FDE08,147.3734,296.9468,0.082551042,18.2,train,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
287,NCD06,46.306000000000004,559.2719999999998,0.099729888,13.0,train,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
288,FDB57,222.1772,5559.43,0.018801549,20.25,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
289,NCT54,95.5094,1237.7222,0.11972145099999999,8.695,train,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
290,DRF49,113.5518,569.259,0.071222087,7.27,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
291,FDM25,174.0712,3866.9664,0.060371962,10.695,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
292,FDF20,198.4768,1379.5376,0.033287541000000004,12.85,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
293,FDH27,142.7128,1869.5664,0.05858462,7.075,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
294,FDV60,196.21099999999998,5499.5080000000025,0.11679292,20.2,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
295,FDY59,94.3462,925.462,0.031452265,8.195,train,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
296,FDK36,47.9034,583.2408,0.00721395,7.09,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
297,NCM31,141.4154,1418.154,0.081196619,6.095,train,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
298,FDE33,80.2644,942.7728,0.049916364000000005,19.35,train,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
299,FDU36,99.3384,2364.9216,0.04627095,6.15,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
300,FDV13,87.9856,3251.7672,0.02747716,17.349999999999998,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
301,FDV20,125.2678,254.3356,0.10470453699999999,20.2,train,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
302,NCQ54,167.0474,5895.659000000002,0.012540003000000001,17.7,train,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
303,FDO23,93.7436,1134.5232,0.147023834,17.85,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
304,DRE60,224.972,7696.648,0.15965759599999998,9.395,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
305,DRP47,250.5382,2775.7202,0.141398626,15.75,train,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
306,FDB21,241.2854,5317.0788,0.148821808,7.475,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
307,FDR04,98.0068,874.8612,0.0,7.075,train,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
308,FDX23,92.6436,1039.9796,0.029691762000000007,6.445,train,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
309,FDX19,235.0958,3038.0454,0.09671552300000001,19.1,train,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
310,FDD40,193.6162,3848.324,0.014790558999999997,20.25,train,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
311,FDA01,59.1904,527.3136,0.054378253,15.0,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
312,FDS33,89.1514,2390.8878,0.123428594,6.67,train,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
313,FDM50,60.222,1677.816,0.029943462999999997,13.0,train,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
314,FDB29,112.7176,801.6232,0.052368060999999994,16.7,train,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
315,FDF46,115.5834,1267.0174,0.09386114400000001,7.07,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
316,FDA33,148.0076,886.8456,0.033968647000000005,6.48,train,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
